"a","c","b","d","config_id","design_id","scenario","n","n_exposed","n_unexposed","events","data_state","separation","sparsity_class","beta_reference","ci_available","ci_disagree","ci_delta","sas_point_converged","logistf_point_converged","sas_low","sas_high","logistf_low","logistf_high","aligned_ci_available","aligned_ci_disagree","aligned_decision","weight","decision","wald_logistf_decision","wald_brglm2_decision","wald_common_se","wald_common_sas_low","wald_common_sas_high","wald_common_logistf_low","wald_common_logistf_high","wald_common_se_decision"
12,21,13,4,"n50_12.13.21.4","E050R1","ENUM",50,25,25,33,"ok","none","none",-1.64093657949347,TRUE,FALSE,0.0811304048491356,TRUE,TRUE,-2.9407726354236,-0.341404688052018,-3.01040595275215,-0.422535092901153,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.663114048389418,-2.94076831422362,-0.341409009252001,-2.94061623197928,-0.341256927007661,"判定一致"
13,21,12,4,"n50_13.12.21.4","E050R1","ENUM",50,25,25,34,"ok","none","none",-1.48701449722121,TRUE,FALSE,0.0778109731398366,TRUE,TRUE,-2.78680383491676,-0.18745494783759,-2.85440750488469,-0.265265920977427,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.663114048389418,-2.78680904386298,-0.187449738891363,-2.78669414970703,-0.187334844735404,"判定一致"
14,21,11,4,"n50_14.11.21.4","E050R1","ENUM",50,25,25,35,"ok","none","none",-1.33217392430002,TRUE,FALSE,0.0740731925768542,TRUE,TRUE,-2.63475764166538,-0.0297490295555045,-2.69989436346378,-0.103822222132359,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.664561603370295,-2.63477014372441,-0.029736527496474,-2.63469073241399,-0.0296571161860486,"判定一致"
15,21,10,4,"n50_15.10.21.4","E050R1","ENUM",50,25,25,36,"ok","none","none",-1.17451077159562,TRUE,FALSE,0.0696824831672515,TRUE,TRUE,-2.48292495505526,0.133802507702155,-2.54499327232221,0.0641200245349032,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.667553441587664,-2.48294192694414,0.13381947959103,-2.4828914748632,0.133869931671963,"判定一致"
16,21,9,4,"n50_16.9.21.4","E050R1","ENUM",50,25,25,37,"ok","none","none",-1.0119069560573,TRUE,FALSE,0.0643278380574175,TRUE,TRUE,-2.32960311316277,0.305727384200763,-2.38779212587324,0.241399546143345,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.672299926651191,-2.32962150752626,0.30574577856425,-2.32959059910256,0.30577668698795,"判定一致"
17,21,8,4,"n50_17.8.21.4","E050R1","ENUM",50,25,25,38,"ok","none","none",-0.841840820924145,TRUE,FALSE,0.0575612686464553,TRUE,TRUE,-2.17298349187681,0.489259443505228,-2.2261906836556,0.431698174858772,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.679164719887163,-2.17300041473487,0.489276366363282,-2.17297921147322,0.489297569624928,"判定一致"
18,21,7,4,"n50_18.7.21.4","E050R1","ENUM",50,25,25,39,"ok","none","none",-0.661107826815329,TRUE,FALSE,0.0486890550976335,TRUE,TRUE,-2.01102390587485,0.688770470065439,-2.05771059632019,0.640081414967806,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.688742395251846,-2.01103700722417,0.688783571414764,-2.0110181161348,0.688802462504139,"判定一致"
19,21,6,4,"n50_19.6.21.4","E050R1","ENUM",50,25,25,40,"ok","none","none",-0.465363249689233,TRUE,FALSE,0.0379294512299497,TRUE,TRUE,-1.84128623379452,0.910522453637439,-1.87921568502447,0.873964594397576,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.702008929763504,-1.84129410924052,0.910530329083433,-1.84127546885121,0.910548969472742,"判定一致"
20,21,5,4,"n50_20.5.21.4","E050R1","ENUM",50,25,25,41,"ok","none","none",-0.248298744451406,TRUE,FALSE,0.0257322018798687,TRUE,TRUE,-1.66071624787193,1.16409125811375,-1.6864484497518,1.14499913470569,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.720628767495684,-1.66071892539412,1.16409393563594,-1.66070517496644,1.16410768606362,"判定一致"
21,21,4,4,"n50_21.4.21.4","E050R1","ENUM",50,25,25,42,"ok","none","none",0,TRUE,FALSE,0.00783088390575615,TRUE,TRUE,-1.46534355624507,1.46534355624507,-1.47317444015082,1.47317444015083,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.747640560877173,-1.46534857270058,1.46534857270058,-1.46534857270058,1.46534857270058,"判定一致"
22,21,3,4,"n50_22.3.21.4","E050R1","ENUM",50,25,25,43,"ok","none","none",0.296776802357663,TRUE,FALSE,0.0535249802368711,TRUE,TRUE,-1.25002119108231,1.84360421040121,-1.22940168905861,1.89712919063808,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.789207376739122,-1.25002652508256,1.84360954440146,-1.25004123238435,1.84359483709968,"判定一致"
23,21,2,4,"n50_23.2.21.4","E050R1","ENUM",50,25,25,44,"ok","none","none",0.676734150918615,TRUE,FALSE,0.143841474117268,TRUE,TRUE,-1.00895812286031,2.3624452691072,-0.937037845382356,2.50628674322447,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.860080533021939,-1.00898329540357,2.36247044165046,-1.0089927176084,2.36246101944563,"判定一致"
24,21,1,4,"n50_24.1.21.4","E050R1","ENUM",50,25,25,45,"ok","none","none",1.22923247108517,TRUE,FALSE,0.381417647414234,TRUE,TRUE,-0.745541618797409,3.20444962824275,-0.556302734769228,3.58586727565698,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.00760384926792,-0.745413250526387,3.20432125997172,-0.745634784163882,3.20409972633423,"判定一致"
25,21,0,4,"n50_25.0.21.4","E050R1","ENUM",50,25,25,46,"ok","quasi_separation","quasi_separation",2.36785009436698,TRUE,TRUE,1.87057504947523,TRUE,TRUE,-0.668775532844185,5.40523524270607,0.0455923172555112,7.2758102921813,TRUE,FALSE,"判定一致",0.0014792899408284,"判定差あり","判定一致","判定一致",1.54927967709509,-0.668302514155268,5.40476222401715,-0.668682274719228,5.40438246345319,"判定一致"
0,22,25,3,"n50_0.25.22.3","E050R1","ENUM",50,25,25,22,"ok","quasi_separation","quasi_separation",-5.79257797343933,TRUE,FALSE,1.85192099879996,TRUE,TRUE,-8.86918974988935,-2.7159106192096,-10.7211107486893,-3.49286240723557,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.56976093501226,-8.86922508151143,-2.71587528758752,-8.86925287040066,-2.71590307647676,"判定一致"
1,22,24,3,"n50_1.24.22.3","E050R1","ENUM",50,25,25,23,"ok","none","none",-4.65396035015752,TRUE,FALSE,0.398468840047852,TRUE,TRUE,-6.68997671132069,-2.61790261907145,-7.08844555136854,-2.91216895091361,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.03882019247329,-6.68998982885669,-2.61788950153545,-6.69001051381812,-2.61791018649688,"判定一致"
2,22,23,3,"n50_2.23.22.3","E050R1","ENUM",50,25,25,24,"ok","none","none",-4.10146202999096,TRUE,FALSE,0.2047603179811,TRUE,TRUE,-5.8584014250218,-2.34442058077848,-6.0631617430029,-2.54426971687754,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.896448770713651,-5.8584183074841,-2.34440369831618,-5.85846933457492,-2.344454725407,"判定一致"
3,22,22,3,"n50_3.22.22.3","E050R1","ENUM",50,25,25,25,"ok","none","none",-3.72150468143001,TRUE,FALSE,0.163440922875353,TRUE,TRUE,-5.3456331052557,-2.0972563732506,-5.49581918862265,-2.26069729612595,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.82869183580518,-5.34565089171368,-2.09723858679262,-5.34571083389054,-2.09729852896948,"判定一致"
4,22,21,3,"n50_4.21.22.3","E050R1","ENUM",50,25,25,26,"ok","none","none",-3.42472787907235,TRUE,FALSE,0.145381849888522,TRUE,TRUE,-4.97149853102157,-1.87788414240314,-5.10219887951689,-2.02326599229166,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.789207376739122,-4.97150937145437,-1.87787330197034,-4.97154591381436,-1.87790984433034,"判定一致"
5,22,20,3,"n50_5.20.22.3","E050R1","ENUM",50,25,25,27,"ok","none","none",-3.17642913462094,TRUE,FALSE,0.135027975395194,TRUE,TRUE,-4.67315246209821,-1.67965021413132,-4.79604372799348,-1.81467818952651,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.76366726771092,-4.67316167900027,-1.67964099722925,-4.67318947550645,-1.67966879373543,"判定一致"
6,22,19,3,"n50_6.19.22.3","E050R1","ENUM",50,25,25,28,"ok","none","none",-2.95936462938312,TRUE,FALSE,0.128419312655685,TRUE,TRUE,-4.42170121998526,-1.49697414261085,-4.5412645506061,-1.62539345526654,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.746122250504844,-4.42171042035152,-1.49696494224459,-4.42173736843658,-1.49699189032965,"判定一致"
7,22,18,3,"n50_7.18.22.3","E050R1","ENUM",50,25,25,29,"ok","none","none",-2.76362005225702,TRUE,FALSE,0.123787129960663,TRUE,TRUE,-4.20151773792636,-1.3256659298046,-4.31958349879529,-1.44945305976526,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.733653843612887,-4.20152694446612,-1.32565672326484,-4.20155516285766,-1.32568494165638,"判定一致"
8,22,17,3,"n50_8.17.22.3","E050R1","ENUM",50,25,25,30,"ok","none","none",-2.5828870581482,TRUE,FALSE,0.12023452704665,TRUE,TRUE,-4.00317616640353,-1.16253971458064,-4.12046385227606,-1.28277424162729,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.724669988318905,-4.0031850182742,-1.16253086270997,-4.00321413593032,-1.16255998036609,"判定一致"
9,22,16,3,"n50_9.16.22.3","E050R1","ENUM",50,25,25,31,"ok","none","none",-2.41282092301505,TRUE,FALSE,0.117256909494539,TRUE,TRUE,-3.82050901213315,-1.00507519211095,-3.93722182715675,-1.12233210160549,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.718240256881991,-3.82051713785755,-1.00506706638655,-3.82054595875054,-1.00509588727955,"判定一致"
10,22,15,3,"n50_10.15.22.3","E050R1","ENUM",50,25,25,32,"ok","none","none",-2.25021710747673,TRUE,FALSE,0.116075267814292,TRUE,TRUE,-3.64920376340254,-0.851176051401406,-3.76527903121684,-0.965716199344561,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.713799322363258,-3.64921087142306,-0.851168943380893,-3.64923807149781,-0.851196143455647,"判定一致"
11,22,14,3,"n50_11.14.22.3","E050R1","ENUM",50,25,25,33,"ok","none","none",-2.09255395477233,TRUE,FALSE,0.115218757534157,TRUE,TRUE,-3.48606217187719,-0.698996901816767,-3.60128092941135,-0.81086177240274,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.71100210963457,-3.48606806466274,-0.698991009031222,-3.48609248258809,-0.699015426956574,"判定一致"
12,22,13,3,"n50_12.13.22.3","E050R1","ENUM",50,25,25,34,"ok","none","none",-1.93771338185113,TRUE,FALSE,0.114032309382629,TRUE,TRUE,-3.32857509088377,-0.546810131045608,-3.4426074002664,-0.655865318233505,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.709649291130567,-3.32857966323498,-0.546805558694401,-3.32860043412142,-0.546826329580843,"判定一致"
13,22,12,3,"n50_13.12.22.3","E050R1","ENUM",50,25,25,35,"ok","none","none",-1.78379129957888,TRUE,FALSE,0.112416611765051,TRUE,TRUE,-3.17465849284837,-0.39289086089079,-3.28707510461342,-0.498837219232254,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.709649291130567,-3.17466172913987,-0.392887624599288,-3.17467835184917,-0.392904247308587,"判定一致"
14,22,11,3,"n50_14.11.22.3","E050R1","ENUM",50,25,25,36,"ok","none","none",-1.62895072665768,TRUE,FALSE,0.10988962376219,TRUE,TRUE,-3.02284744610863,-0.235671935515802,-3.13273706987082,-0.33776076872719,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.71100210963457,-3.02279821862797,-0.235721162996462,-3.02248925447344,-0.235412198841925,"判定一致"
15,22,10,3,"n50_15.10.22.3","E050R1","ENUM",50,25,25,37,"ok","none","none",-1.47128757395328,TRUE,FALSE,0.107189244749528,TRUE,TRUE,-2.87053983637339,-0.0724547739467845,-2.97772908112292,-0.170330529586369,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.713799322363258,-2.87051826918117,-0.0724763411390059,-2.87030853797436,-0.0722666099322002,"判定一致"
16,22,9,3,"n50_16.9.22.3","E050R1","ENUM",50,25,25,38,"ok","none","none",-1.30868375841497,TRUE,FALSE,0.10359633685833,TRUE,TRUE,-2.71653453927838,0.0989148310898598,-2.82013087613671,0.00626361120920187,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.718240256881991,-2.71653488982976,0.0989151816412372,-2.71640879415047,0.0990412773205325,"判定一致"
17,22,8,3,"n50_17.8.22.3","E050R1","ENUM",50,25,25,39,"ok","none","none",-1.13861762328181,TRUE,FALSE,0.0988209871275778,TRUE,TRUE,-2.55899430956326,0.281629738468134,-2.65781529669083,0.19566058944517,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.724669988318905,-2.55900936332968,0.281644792234553,-2.55894470106392,0.281709454500306,"判定一致"
18,22,7,3,"n50_18.7.22.3","E050R1","ENUM",50,25,25,40,"ok","none","none",-0.957884629172992,TRUE,FALSE,0.0924271545468534,TRUE,TRUE,-2.39582634072985,0.480000268801759,-2.4882534952767,0.402861446434003,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.733653843612887,-2.39584814656468,0.480022074636594,-2.39581973977363,0.480050481427647,"判定一致"
19,22,6,3,"n50_19.6.22.3","E050R1","ENUM",50,25,25,41,"ok","none","none",-0.762140052046897,TRUE,FALSE,0.0837186067788491,TRUE,TRUE,-2.22450679043351,0.700196691531597,-2.30822539721236,0.635182712774083,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.746122250504844,-2.22452778850442,0.700217689602511,-2.22451279110036,0.700232687006569,"判定一致"
20,22,5,3,"n50_20.5.22.3","E050R1","ENUM",50,25,25,42,"ok","none","none",-0.545075546809069,TRUE,FALSE,0.0715004208367649,TRUE,TRUE,-2.04183693721059,0.951655001251002,-2.11333735804736,0.904119361102725,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.76366726771092,-2.04185130886531,0.951669372905715,-2.04183588769458,0.951684794076442,"判定一致"
